Resolution,Map,Scenario,Agents,Cost Ratio
1,empty-48-48,10,28,1.0
1,empty-48-48,11,28,1.0
1,empty-48-48,12,28,1.0
1,empty-48-48,13,28,1.0
1,empty-48-48,14,28,1.0
1,empty-48-48,15,28,1.0
1,empty-48-48,1,30,1.0
1,empty-48-48,3,30,1.0
1,empty-48-48,4,30,1.0
1,empty-48-48,5,30,1.0
1,empty-48-48,7,30,1.0
1,empty-48-48,8,30,1.0
1,empty-48-48,10,30,1.0
1,empty-48-48,11,30,1.0
1,empty-48-48,12,30,1.0
1,empty-48-48,13,30,1.0
1,empty-48-48,14,30,1.0
1,empty-48-48,15,30,1.0
1,empty-48-48,1,32,1.0
1,empty-48-48,3,32,1.0
1,empty-48-48,4,32,1.0
1,empty-48-48,5,32,1.0
1,empty-48-48,7,32,1.0
1,empty-48-48,8,32,1.0
1,empty-48-48,10,32,1.0
1,empty-48-48,11,32,1.0
1,empty-48-48,12,32,1.0
1,empty-48-48,13,32,1.0
1,empty-48-48,14,32,1.0
1,empty-48-48,15,32,1.0
1,empty-48-48,1,34,1.0
1,empty-48-48,3,34,1.0
1,empty-48-48,4,34,1.0
1,empty-48-48,5,34,1.0
1,empty-48-48,8,34,1.0
1,empty-48-48,10,34,1.0
1,empty-48-48,11,34,1.0
1,empty-48-48,12,34,1.0
1,empty-48-48,13,34,1.0
1,empty-48-48,14,34,1.0
1,empty-48-48,15,34,1.0
1,empty-48-48,1,36,1.0
1,empty-48-48,3,36,1.0
1,empty-48-48,5,36,1.0
1,empty-48-48,8,36,1.0
1,empty-48-48,10,36,1.0
1,empty-48-48,11,36,1.0
1,empty-48-48,12,36,1.0
1,empty-48-48,14,36,1.0
1,empty-48-48,15,36,1.0
1,empty-48-48,1,38,1.0
1,empty-48-48,3,38,1.0
1,empty-48-48,5,38,1.0
1,empty-48-48,8,38,1.0
1,empty-48-48,10,38,1.0
1,empty-48-48,11,38,1.0
1,empty-48-48,12,38,1.0
1,empty-48-48,14,38,1.0
1,empty-48-48,15,38,1.0
1,empty-48-48,3,40,1.0
1,empty-48-48,5,40,1.0
1,empty-48-48,8,40,1.0
1,empty-48-48,10,40,1.0
1,empty-48-48,11,40,1.0
1,empty-48-48,12,40,1.0
1,empty-48-48,14,40,1.0
1,empty-48-48,15,40,1.0
1,empty-48-48,5,42,1.0
1,empty-48-48,8,42,1.0
1,empty-48-48,10,42,1.0
1,empty-48-48,11,42,1.0
1,empty-48-48,14,42,1.0
1,empty-48-48,15,42,1.0
1,empty-48-48,8,44,1.0
1,empty-48-48,10,44,1.0
1,empty-48-48,11,44,1.0
1,empty-48-48,14,44,1.0
1,empty-48-48,15,44,1.0
1,empty-48-48,8,46,1.0
1,empty-48-48,10,46,1.0
1,empty-48-48,11,46,1.0
1,empty-48-48,14,46,1.0
1,empty-48-48,15,46,1.0
1,empty-48-48,8,48,1.0
1,empty-48-48,10,48,1.0
1,empty-48-48,11,48,1.0
1,empty-48-48,14,48,1.0
1,empty-48-48,15,48,1.0
1,empty-48-48,8,50,1.0
1,empty-48-48,14,50,1.0
1,empty-48-48,15,50,1.0
1,empty-48-48,8,52,1.0
1,empty-48-48,14,52,1.0
1,empty-48-48,15,52,1.0
1,empty-48-48,8,54,1.0
1,empty-48-48,14,54,1.0
1,empty-48-48,15,54,1.0
1,empty-48-48,8,56,1.0
1,random-32-32-10,1,2,1.0
1,random-32-32-10,2,2,1.0
1,random-32-32-10,3,2,1.0
1,random-32-32-10,4,2,1.0
1,random-32-32-10,5,2,1.0
1,random-32-32-10,6,2,1.0
1,random-32-32-10,7,2,1.0
1,random-32-32-10,8,2,1.0
1,random-32-32-10,9,2,1.0
1,random-32-32-10,10,2,1.0
1,random-32-32-10,11,2,1.0
1,random-32-32-10,12,2,1.0
1,random-32-32-10,13,2,1.0
1,random-32-32-10,14,2,1.0
1,random-32-32-10,15,2,1.0
1,random-32-32-10,1,4,1.0
1,random-32-32-10,2,4,1.0
1,random-32-32-10,3,4,1.0
1,random-32-32-10,4,4,1.0
1,random-32-32-10,5,4,1.0
1,random-32-32-10,6,4,1.0
1,random-32-32-10,7,4,1.0
1,random-32-32-10,8,4,1.0
1,random-32-32-10,9,4,1.0
1,random-32-32-10,10,4,1.0
1,random-32-32-10,11,4,1.0
1,random-32-32-10,12,4,1.0
1,random-32-32-10,13,4,1.0
1,random-32-32-10,14,4,1.0
1,random-32-32-10,15,4,1.0
1,random-32-32-10,1,6,1.0
1,random-32-32-10,2,6,1.0
1,random-32-32-10,3,6,1.0
1,random-32-32-10,4,6,1.0
1,random-32-32-10,5,6,1.0
1,random-32-32-10,6,6,1.0
1,random-32-32-10,7,6,1.0
1,random-32-32-10,8,6,1.0
1,random-32-32-10,9,6,1.0
1,random-32-32-10,10,6,1.0
1,random-32-32-10,11,6,1.0
1,random-32-32-10,12,6,1.0
1,random-32-32-10,13,6,1.0
1,random-32-32-10,14,6,1.0
1,random-32-32-10,15,6,1.0
1,random-32-32-10,1,8,1.0
1,random-32-32-10,2,8,1.0
1,random-32-32-10,3,8,1.0
1,random-32-32-10,4,8,1.0
1,random-32-32-10,5,8,1.0
1,random-32-32-10,6,8,1.0
1,random-32-32-10,7,8,1.0
1,random-32-32-10,8,8,1.0
1,random-32-32-10,9,8,1.0
1,random-32-32-10,10,8,1.0
1,random-32-32-10,11,8,1.0
1,random-32-32-10,12,8,1.0
1,random-32-32-10,13,8,1.0
1,random-32-32-10,14,8,1.0
1,random-32-32-10,15,8,1.0
1,random-32-32-10,1,10,1.0
1,random-32-32-10,2,10,1.0
1,random-32-32-10,3,10,1.0
1,random-32-32-10,4,10,1.0
1,random-32-32-10,6,10,1.0
1,random-32-32-10,7,10,1.0
1,random-32-32-10,8,10,1.0
1,random-32-32-10,9,10,1.0
1,random-32-32-10,10,10,1.0
1,random-32-32-10,11,10,1.0
1,random-32-32-10,12,10,1.0
1,random-32-32-10,13,10,1.0
1,random-32-32-10,14,10,1.0
1,random-32-32-10,15,10,1.0
1,random-32-32-10,1,12,1.0
1,random-32-32-10,2,12,1.0
1,random-32-32-10,3,12,1.0
1,random-32-32-10,4,12,1.0
1,random-32-32-10,6,12,1.0
1,random-32-32-10,7,12,1.0
1,random-32-32-10,8,12,1.0
1,random-32-32-10,9,12,1.0
1,random-32-32-10,10,12,1.0
1,random-32-32-10,11,12,1.0
1,random-32-32-10,12,12,1.0
1,random-32-32-10,13,12,1.0
1,random-32-32-10,14,12,1.0
1,random-32-32-10,15,12,1.0
1,random-32-32-10,1,14,1.0
1,random-32-32-10,2,14,1.0
1,random-32-32-10,3,14,1.0
1,random-32-32-10,4,14,1.0
1,random-32-32-10,6,14,1.0
1,random-32-32-10,7,14,1.0
1,random-32-32-10,8,14,1.0
1,random-32-32-10,9,14,1.0
1,random-32-32-10,10,14,1.0
1,random-32-32-10,11,14,1.0
1,random-32-32-10,12,14,1.0
1,random-32-32-10,13,14,1.0
1,random-32-32-10,14,14,1.0
1,random-32-32-10,15,14,1.0
1,random-32-32-10,1,16,1.0
1,random-32-32-10,2,16,1.0
1,random-32-32-10,3,16,1.0
1,random-32-32-10,4,16,1.0
1,random-32-32-10,6,16,1.0
1,random-32-32-10,7,16,1.0
1,random-32-32-10,8,16,1.0
1,random-32-32-10,9,16,1.0
1,random-32-32-10,10,16,1.0
1,random-32-32-10,11,16,1.0
1,random-32-32-10,12,16,1.0
1,random-32-32-10,13,16,1.0
1,random-32-32-10,15,16,1.0
1,random-32-32-10,1,18,1.0
1,random-32-32-10,2,18,1.0
1,random-32-32-10,3,18,1.0
1,random-32-32-10,4,18,1.0
1,random-32-32-10,6,18,1.0
1,random-32-32-10,7,18,1.0
1,random-32-32-10,8,18,1.0
1,random-32-32-10,9,18,1.0
1,random-32-32-10,10,18,1.0
1,random-32-32-10,11,18,1.0
1,random-32-32-10,12,18,1.0
1,random-32-32-10,13,18,1.0
1,random-32-32-10,15,18,1.0
1,random-32-32-10,1,20,1.0
1,random-32-32-10,2,20,1.0
1,random-32-32-10,3,20,1.0
1,random-32-32-10,4,20,1.0
1,random-32-32-10,6,20,1.0
1,random-32-32-10,7,20,1.0
1,random-32-32-10,8,20,1.0
1,random-32-32-10,9,20,1.0
1,random-32-32-10,10,20,1.0
1,random-32-32-10,11,20,1.0
1,random-32-32-10,12,20,1.0
1,random-32-32-10,13,20,1.0
1,random-32-32-10,15,20,1.0
1,random-32-32-10,1,22,1.0
1,random-32-32-10,2,22,1.0
1,random-32-32-10,3,22,1.0
1,random-32-32-10,4,22,1.0
1,random-32-32-10,6,22,1.0
1,random-32-32-10,7,22,1.0
1,random-32-32-10,8,22,1.0
1,random-32-32-10,9,22,1.0
1,random-32-32-10,10,22,1.0
1,random-32-32-10,11,22,1.0
1,random-32-32-10,12,22,1.0
1,random-32-32-10,13,22,1.0
1,random-32-32-10,15,22,1.0
1,random-32-32-10,1,24,1.0
1,random-32-32-10,2,24,1.0
1,random-32-32-10,3,24,1.0
1,random-32-32-10,4,24,1.0
1,random-32-32-10,6,24,1.0
1,random-32-32-10,7,24,1.0
1,random-32-32-10,8,24,1.0
1,random-32-32-10,9,24,1.0
1,random-32-32-10,10,24,1.0
1,random-32-32-10,11,24,1.0
1,random-32-32-10,12,24,1.0
1,random-32-32-10,13,24,1.0
1,random-32-32-10,15,24,1.0
1,random-32-32-10,1,26,1.0
1,random-32-32-10,2,26,1.0
1,random-32-32-10,3,26,1.0
1,random-32-32-10,4,26,1.0
1,random-32-32-10,6,26,1.0
1,random-32-32-10,7,26,1.0
1,random-32-32-10,8,26,1.0
1,random-32-32-10,9,26,1.0
1,random-32-32-10,10,26,1.0
1,random-32-32-10,11,26,1.0
1,random-32-32-10,12,26,1.0
1,random-32-32-10,13,26,1.0
1,random-32-32-10,15,26,1.0
1,random-32-32-10,1,28,1.0
1,random-32-32-10,2,28,1.0
1,random-32-32-10,3,28,1.0
1,random-32-32-10,4,28,1.0
1,random-32-32-10,7,28,1.0
1,random-32-32-10,8,28,1.0
1,random-32-32-10,9,28,1.0
1,random-32-32-10,10,28,1.0
1,random-32-32-10,11,28,1.0
1,random-32-32-10,12,28,1.0
1,random-32-32-10,13,28,1.0
1,random-32-32-10,15,28,1.0
1,random-32-32-10,1,30,1.0
1,random-32-32-10,3,30,1.0
1,random-32-32-10,7,30,1.0
1,random-32-32-10,8,30,1.0
1,random-32-32-10,10,30,1.0
1,random-32-32-10,11,30,1.0
1,random-32-32-10,12,30,1.0
1,random-32-32-10,15,30,1.0
1,random-32-32-10,1,32,1.0
1,random-32-32-10,3,32,1.0
1,random-32-32-10,8,32,1.0
1,random-32-32-10,11,32,1.0
1,random-32-32-10,12,32,1.0
1,random-32-32-10,15,32,1.0
1,random-32-32-10,1,34,1.0
1,random-32-32-10,3,34,1.0
1,random-32-32-10,8,34,1.0
1,random-32-32-10,11,34,1.0
1,random-32-32-10,12,34,1.0
1,random-32-32-10,15,34,1.0
1,random-32-32-10,1,36,1.0
1,random-32-32-10,3,36,1.0
1,random-32-32-10,8,36,1.0
1,random-32-32-10,11,36,1.0
1,random-32-32-10,12,36,1.0
1,random-32-32-10,1,38,1.0
1,random-32-32-10,8,38,1.0
1,random-32-32-10,11,38,1.0
1,random-32-32-10,12,38,1.0
1,random-32-32-10,1,40,1.0
1,random-32-32-10,8,40,1.0
1,random-32-32-10,11,40,1.0
1,random-32-32-10,12,40,1.0
1,random-32-32-10,8,42,1.0
1,random-32-32-10,11,42,1.0
1,random-32-32-10,8,44,1.0
1,random-32-32-10,8,46,1.0
1,random-32-32-20,1,2,1.0
1,random-32-32-20,2,2,1.0
1,random-32-32-20,3,2,1.0
1,random-32-32-20,4,2,1.0
1,random-32-32-20,5,2,1.0
1,random-32-32-20,6,2,1.0
1,random-32-32-20,7,2,1.0
1,random-32-32-20,8,2,1.0
1,random-32-32-20,9,2,1.0
1,random-32-32-20,10,2,1.0
1,random-32-32-20,11,2,1.0
1,random-32-32-20,12,2,1.0
1,random-32-32-20,13,2,1.0
1,random-32-32-20,14,2,1.0
1,random-32-32-20,15,2,1.0
1,random-32-32-20,1,4,1.0
1,random-32-32-20,2,4,1.0
1,random-32-32-20,3,4,1.0
1,random-32-32-20,4,4,1.0
1,random-32-32-20,5,4,1.0
1,random-32-32-20,6,4,1.0
1,random-32-32-20,7,4,1.0
1,random-32-32-20,8,4,1.0
1,random-32-32-20,9,4,1.0
1,random-32-32-20,10,4,1.0
1,random-32-32-20,11,4,1.0
1,random-32-32-20,12,4,1.0
1,random-32-32-20,13,4,1.0
1,random-32-32-20,14,4,1.0
1,random-32-32-20,15,4,1.0
1,random-32-32-20,1,6,1.0
1,random-32-32-20,2,6,1.0
1,random-32-32-20,3,6,1.0
1,random-32-32-20,4,6,1.0
1,random-32-32-20,5,6,1.0
1,random-32-32-20,6,6,1.0
1,random-32-32-20,7,6,1.0
1,random-32-32-20,8,6,1.0
1,random-32-32-20,9,6,1.0
1,random-32-32-20,10,6,1.0
1,random-32-32-20,11,6,1.0
1,random-32-32-20,12,6,1.0
1,random-32-32-20,13,6,1.0
1,random-32-32-20,14,6,1.0
1,random-32-32-20,15,6,1.0
1,random-32-32-20,1,8,1.0
1,random-32-32-20,2,8,1.0
1,random-32-32-20,3,8,1.0
1,random-32-32-20,4,8,1.0
1,random-32-32-20,5,8,1.0
1,random-32-32-20,6,8,1.0
1,random-32-32-20,7,8,1.0
1,random-32-32-20,8,8,1.0
1,random-32-32-20,9,8,1.0
1,random-32-32-20,10,8,1.0
1,random-32-32-20,11,8,1.0
1,random-32-32-20,12,8,1.0
1,random-32-32-20,13,8,1.0
1,random-32-32-20,14,8,1.0
1,random-32-32-20,15,8,1.0
1,random-32-32-20,1,10,1.0
1,random-32-32-20,2,10,1.0
1,random-32-32-20,3,10,1.0
1,random-32-32-20,4,10,1.0
1,random-32-32-20,5,10,1.0
1,random-32-32-20,6,10,1.0
1,random-32-32-20,7,10,1.0
1,random-32-32-20,8,10,1.0
1,random-32-32-20,9,10,1.0
1,random-32-32-20,10,10,1.0
1,random-32-32-20,11,10,1.0
1,random-32-32-20,12,10,1.0
1,random-32-32-20,13,10,1.0
1,random-32-32-20,14,10,1.0
1,random-32-32-20,15,10,1.0
1,random-32-32-20,1,12,1.0
1,random-32-32-20,2,12,1.0
1,random-32-32-20,3,12,1.0
1,random-32-32-20,4,12,1.0
1,random-32-32-20,5,12,1.0
1,random-32-32-20,6,12,1.0
1,random-32-32-20,7,12,1.0
1,random-32-32-20,8,12,1.0
1,random-32-32-20,9,12,1.0
1,random-32-32-20,10,12,1.0
1,random-32-32-20,11,12,1.0
1,random-32-32-20,12,12,1.0
1,random-32-32-20,13,12,1.0
1,random-32-32-20,14,12,1.0
1,random-32-32-20,15,12,1.0
1,random-32-32-20,1,14,1.0
1,random-32-32-20,2,14,1.0
1,random-32-32-20,3,14,1.0
1,random-32-32-20,4,14,1.0030487804878048
1,random-32-32-20,5,14,1.0
1,random-32-32-20,6,14,1.0
1,random-32-32-20,7,14,1.0
1,random-32-32-20,8,14,1.0
1,random-32-32-20,9,14,1.0
1,random-32-32-20,10,14,1.0
1,random-32-32-20,11,14,1.0
1,random-32-32-20,12,14,1.0
1,random-32-32-20,13,14,1.0
1,random-32-32-20,14,14,1.0
1,random-32-32-20,15,14,1.0
1,random-32-32-20,1,16,1.0
1,random-32-32-20,2,16,1.0
1,random-32-32-20,3,16,1.0
1,random-32-32-20,4,16,1.0024752475247525
1,random-32-32-20,5,16,1.0
1,random-32-32-20,6,16,1.0
1,random-32-32-20,8,16,1.0
1,random-32-32-20,9,16,1.0
1,random-32-32-20,10,16,1.0
1,random-32-32-20,11,16,1.0
1,random-32-32-20,12,16,1.0
1,random-32-32-20,13,16,1.0
1,random-32-32-20,14,16,1.0
1,random-32-32-20,15,16,1.0
1,random-32-32-20,1,18,1.0
1,random-32-32-20,2,18,1.0
1,random-32-32-20,3,18,1.0
1,random-32-32-20,4,18,1.0022935779816513
1,random-32-32-20,5,18,1.0
1,random-32-32-20,6,18,1.0
1,random-32-32-20,8,18,1.0
1,random-32-32-20,9,18,1.0
1,random-32-32-20,10,18,1.0
1,random-32-32-20,11,18,1.0
1,random-32-32-20,12,18,1.0
1,random-32-32-20,13,18,1.0
1,random-32-32-20,14,18,1.0
1,random-32-32-20,15,18,1.0
1,random-32-32-20,1,20,1.0
1,random-32-32-20,2,20,1.0
1,random-32-32-20,3,20,1.0
1,random-32-32-20,4,20,1.0021551724137931
1,random-32-32-20,5,20,1.0
1,random-32-32-20,6,20,1.0
1,random-32-32-20,8,20,1.0
1,random-32-32-20,9,20,1.0
1,random-32-32-20,10,20,1.0
1,random-32-32-20,11,20,1.0
1,random-32-32-20,12,20,1.0
1,random-32-32-20,13,20,1.0
1,random-32-32-20,14,20,1.0
1,random-32-32-20,15,20,1.0
1,random-32-32-20,1,22,1.0
1,random-32-32-20,2,22,1.0
1,random-32-32-20,3,22,1.0
1,random-32-32-20,4,22,1.002004008016032
1,random-32-32-20,6,22,1.0
1,random-32-32-20,8,22,1.0
1,random-32-32-20,9,22,1.0
1,random-32-32-20,11,22,1.0
1,random-32-32-20,12,22,1.0
1,random-32-32-20,13,22,1.0
1,random-32-32-20,14,22,1.0
1,random-32-32-20,15,22,1.0
1,random-32-32-20,1,24,1.0
1,random-32-32-20,3,24,1.0
1,random-32-32-20,4,24,1.001834862385321
1,random-32-32-20,6,24,1.0
1,random-32-32-20,8,24,1.0
1,random-32-32-20,9,24,1.0
1,random-32-32-20,12,24,1.0
1,random-32-32-20,13,24,1.0
1,random-32-32-20,14,24,1.0
1,random-32-32-20,15,24,1.0
1,random-32-32-20,3,26,1.0
1,random-32-32-20,6,26,1.0
1,random-32-32-20,8,26,1.0
1,random-32-32-20,9,26,1.0
1,random-32-32-20,12,26,1.0
1,random-32-32-20,13,26,1.0
1,random-32-32-20,14,26,1.0
1,random-32-32-20,15,26,1.0
1,random-32-32-20,3,28,1.0
1,random-32-32-20,6,28,1.0
1,random-32-32-20,9,28,1.0
1,random-32-32-20,12,28,1.0
1,random-32-32-20,15,28,1.0
1,random-32-32-20,3,30,1.0
1,random-32-32-20,6,30,1.0
1,random-32-32-20,9,30,1.0
1,random-32-32-20,15,30,1.0
1,random-32-32-20,3,32,1.0
1,random-32-32-20,6,32,1.0
1,random-32-32-20,15,32,1.002906976744186
1,random-32-32-20,3,34,1.0
1,random-32-32-20,6,34,1.0
1,random-32-32-20,15,34,1.002677376171352
1,random-32-32-20,6,36,1.0
1,random-32-32-20,15,36,1.0025188916876575
1,random-32-32-20,6,38,1.0
1,random-64-64-10,1,2,1.0
1,random-64-64-10,2,2,1.0
1,random-64-64-10,3,2,1.0
1,random-64-64-10,4,2,1.0
1,random-64-64-10,5,2,1.0
1,random-64-64-10,6,2,1.0
1,random-64-64-10,7,2,1.0
1,random-64-64-10,8,2,1.0
1,random-64-64-10,9,2,1.0
1,random-64-64-10,10,2,1.0
1,random-64-64-10,11,2,1.0
1,random-64-64-10,12,2,1.0
1,random-64-64-10,13,2,1.0
1,random-64-64-10,14,2,1.0
1,random-64-64-10,15,2,1.0
1,random-64-64-10,1,4,1.0
1,random-64-64-10,2,4,1.0
1,random-64-64-10,3,4,1.0
1,random-64-64-10,4,4,1.0
1,random-64-64-10,5,4,1.0
1,random-64-64-10,6,4,1.0
1,random-64-64-10,7,4,1.0
1,random-64-64-10,8,4,1.0
1,random-64-64-10,9,4,1.0
1,random-64-64-10,10,4,1.0
1,random-64-64-10,11,4,1.0
1,random-64-64-10,12,4,1.0
1,random-64-64-10,13,4,1.0
1,random-64-64-10,14,4,1.0
1,random-64-64-10,15,4,1.0
1,random-64-64-10,1,6,1.0
1,random-64-64-10,2,6,1.0
1,random-64-64-10,3,6,1.0
1,random-64-64-10,4,6,1.0
1,random-64-64-10,5,6,1.0
1,random-64-64-10,6,6,1.0
1,random-64-64-10,7,6,1.0
1,random-64-64-10,8,6,1.0
1,random-64-64-10,9,6,1.0
1,random-64-64-10,10,6,1.0
1,random-64-64-10,11,6,1.0
1,random-64-64-10,12,6,1.0
1,random-64-64-10,13,6,1.0
1,random-64-64-10,14,6,1.0
1,random-64-64-10,15,6,1.0
1,random-64-64-10,1,8,1.0
1,random-64-64-10,2,8,1.0
1,random-64-64-10,3,8,1.0
1,random-64-64-10,4,8,1.0
1,random-64-64-10,5,8,1.0
1,random-64-64-10,6,8,1.0
1,random-64-64-10,7,8,1.0
1,random-64-64-10,8,8,1.0
1,random-64-64-10,9,8,1.0
1,random-64-64-10,10,8,1.0
1,random-64-64-10,11,8,1.0
1,random-64-64-10,12,8,1.0
1,random-64-64-10,13,8,1.0
1,random-64-64-10,14,8,1.0
1,random-64-64-10,15,8,1.0
1,random-64-64-10,1,10,1.0
1,random-64-64-10,2,10,1.0
1,random-64-64-10,3,10,1.0
1,random-64-64-10,4,10,1.0
1,random-64-64-10,5,10,1.0
1,random-64-64-10,6,10,1.0
1,random-64-64-10,7,10,1.0
1,random-64-64-10,8,10,1.0
1,random-64-64-10,9,10,1.0
1,random-64-64-10,10,10,1.0
1,random-64-64-10,11,10,1.0
1,random-64-64-10,12,10,1.0
1,random-64-64-10,13,10,1.0
1,random-64-64-10,14,10,1.0
1,random-64-64-10,15,10,1.0
1,random-64-64-10,1,12,1.0
1,random-64-64-10,2,12,1.0
1,random-64-64-10,3,12,1.0
1,random-64-64-10,4,12,1.0
1,random-64-64-10,5,12,1.0
1,random-64-64-10,6,12,1.0
1,random-64-64-10,7,12,1.0
1,random-64-64-10,8,12,1.0
1,random-64-64-10,9,12,1.0
1,random-64-64-10,10,12,1.0
1,random-64-64-10,11,12,1.0
1,random-64-64-10,12,12,1.0
1,random-64-64-10,13,12,1.0
1,random-64-64-10,14,12,1.0
1,random-64-64-10,15,12,1.0
1,random-64-64-10,1,14,1.0
1,random-64-64-10,2,14,1.0
1,random-64-64-10,3,14,1.0
1,random-64-64-10,4,14,1.0
1,random-64-64-10,5,14,1.0
1,random-64-64-10,6,14,1.0
1,random-64-64-10,7,14,1.0
1,random-64-64-10,8,14,1.0
1,random-64-64-10,9,14,1.0
1,random-64-64-10,10,14,1.0
1,random-64-64-10,11,14,1.0
1,random-64-64-10,12,14,1.0
1,random-64-64-10,13,14,1.0
1,random-64-64-10,14,14,1.0
1,random-64-64-10,15,14,1.0
1,random-64-64-10,1,16,1.0
1,random-64-64-10,2,16,1.0
1,random-64-64-10,3,16,1.0
1,random-64-64-10,4,16,1.0
1,random-64-64-10,5,16,1.0
1,random-64-64-10,6,16,1.0
1,random-64-64-10,7,16,1.0
1,random-64-64-10,8,16,1.0
1,random-64-64-10,9,16,1.0
1,random-64-64-10,10,16,1.0013262599469497
1,random-64-64-10,11,16,1.0
1,random-64-64-10,12,16,1.0
1,random-64-64-10,13,16,1.0
1,random-64-64-10,14,16,1.0
1,random-64-64-10,15,16,1.0
1,random-64-64-10,1,18,1.0
1,random-64-64-10,2,18,1.0
1,random-64-64-10,3,18,1.0
1,random-64-64-10,4,18,1.0
1,random-64-64-10,5,18,1.0
1,random-64-64-10,6,18,1.0
1,random-64-64-10,7,18,1.0
1,random-64-64-10,8,18,1.0
1,random-64-64-10,9,18,1.0
1,random-64-64-10,10,18,1.0011600928074247
1,random-64-64-10,11,18,1.0
1,random-64-64-10,12,18,1.0
1,random-64-64-10,13,18,1.0
1,random-64-64-10,14,18,1.0
1,random-64-64-10,15,18,1.0
1,random-64-64-10,1,20,1.0
1,random-64-64-10,2,20,1.0
1,random-64-64-10,3,20,1.0
1,random-64-64-10,4,20,1.0
1,random-64-64-10,5,20,1.0
1,random-64-64-10,6,20,1.0
1,random-64-64-10,7,20,1.0
1,random-64-64-10,8,20,1.0
1,random-64-64-10,9,20,1.0
1,random-64-64-10,10,20,1.0010672358591248
1,random-64-64-10,11,20,1.0
1,random-64-64-10,12,20,1.0
1,random-64-64-10,13,20,1.0
1,random-64-64-10,14,20,1.0
1,random-64-64-10,15,20,1.0
1,random-64-64-10,1,22,1.0
1,random-64-64-10,2,22,1.0
1,random-64-64-10,3,22,1.0
1,random-64-64-10,4,22,1.0
1,random-64-64-10,5,22,1.0
1,random-64-64-10,6,22,1.0
1,random-64-64-10,7,22,1.0
1,random-64-64-10,8,22,1.0
1,random-64-64-10,9,22,1.0
1,random-64-64-10,11,22,1.0
1,random-64-64-10,12,22,1.0
1,random-64-64-10,13,22,1.0
1,random-64-64-10,14,22,1.0
1,random-64-64-10,15,22,1.0
1,random-64-64-10,1,24,1.0
1,random-64-64-10,2,24,1.0
1,random-64-64-10,3,24,1.0
1,random-64-64-10,4,24,1.0
1,random-64-64-10,5,24,1.0
1,random-64-64-10,6,24,1.0
1,random-64-64-10,7,24,1.0
1,random-64-64-10,8,24,1.0
1,random-64-64-10,9,24,1.0
1,random-64-64-10,11,24,1.0
1,random-64-64-10,12,24,1.0
1,random-64-64-10,14,24,1.0
1,random-64-64-10,15,24,1.0
1,random-64-64-10,1,26,1.0
1,random-64-64-10,2,26,1.0
1,random-64-64-10,3,26,1.0
1,random-64-64-10,4,26,1.0
1,random-64-64-10,5,26,1.0
1,random-64-64-10,6,26,1.0
1,random-64-64-10,7,26,1.0
1,random-64-64-10,8,26,1.0
1,random-64-64-10,9,26,1.0
1,random-64-64-10,11,26,1.0
1,random-64-64-10,12,26,1.0
1,random-64-64-10,14,26,1.0
1,random-64-64-10,15,26,1.0
1,random-64-64-10,1,28,1.0
1,random-64-64-10,2,28,1.0
1,random-64-64-10,3,28,1.0
1,random-64-64-10,4,28,1.0
1,random-64-64-10,5,28,1.0
1,random-64-64-10,6,28,1.0
1,random-64-64-10,7,28,1.0
1,random-64-64-10,8,28,1.0
1,random-64-64-10,9,28,1.0
1,random-64-64-10,11,28,1.0
1,random-64-64-10,12,28,1.0
1,random-64-64-10,14,28,1.0
1,random-64-64-10,15,28,1.0
1,random-64-64-10,1,30,1.0
1,random-64-64-10,2,30,1.0
1,random-64-64-10,3,30,1.0
1,random-64-64-10,4,30,1.0
1,random-64-64-10,5,30,1.0
1,random-64-64-10,6,30,1.0
1,random-64-64-10,7,30,1.0
1,random-64-64-10,8,30,1.0
1,random-64-64-10,9,30,1.0
1,random-64-64-10,11,30,1.0
1,random-64-64-10,12,30,1.0
1,random-64-64-10,15,30,1.0
1,random-64-64-10,1,32,1.0
1,random-64-64-10,2,32,1.0
1,random-64-64-10,3,32,1.0
1,random-64-64-10,4,32,1.0
1,random-64-64-10,5,32,1.0
1,random-64-64-10,6,32,1.0
1,random-64-64-10,7,32,1.0
1,random-64-64-10,8,32,1.0
1,random-64-64-10,9,32,1.0
1,random-64-64-10,11,32,1.0
1,random-64-64-10,12,32,1.0
1,random-64-64-10,2,34,1.0
1,random-64-64-10,3,34,1.0
1,random-64-64-10,4,34,1.0
1,random-64-64-10,5,34,1.0
1,random-64-64-10,6,34,1.0
1,random-64-64-10,7,34,1.0
1,random-64-64-10,8,34,1.0
1,random-64-64-10,9,34,1.0
1,random-64-64-10,11,34,1.0
1,random-64-64-10,12,34,1.0
1,random-64-64-10,2,36,1.0
1,random-64-64-10,3,36,1.0
1,random-64-64-10,4,36,1.0
1,random-64-64-10,5,36,1.0
1,random-64-64-10,6,36,1.0
1,random-64-64-10,7,36,1.0
1,random-64-64-10,8,36,1.0
1,random-64-64-10,9,36,1.0
1,random-64-64-10,11,36,1.0
1,random-64-64-10,12,36,1.0
1,random-64-64-10,2,38,1.0
1,random-64-64-10,3,38,1.0
1,random-64-64-10,4,38,1.0
1,random-64-64-10,5,38,1.0
1,random-64-64-10,6,38,1.0
1,random-64-64-10,7,38,1.0
1,random-64-64-10,8,38,1.0
1,random-64-64-10,9,38,1.0
1,random-64-64-10,11,38,1.0
1,random-64-64-10,12,38,1.0
